timestamp,position,gt_position,action,gt_action,response_time,sync,is_action_correct,is_position_correct
1631342989.639205,None,1 2 3,None,mermaid,60.01932954788208,0,False,False
1631343049.6708398,None,1 2 3,None,mermaid,60.019755125045776,0,False,False
1631343109.7085922,None,3 2 1,None,mermaid,60.02108716964722,0,False,False
1631343169.745265,None,2 1 3,None,mermaid,60.01941132545471,0,False,False
1631343229.7784004,None,3 2 1,None,mermaid,60.01855683326721,0,False,False
1631343289.8122323,None,3 1 2,None,mermaid,60.019428968429565,0,False,False
1631343349.841734,None,2 3 1,None,mermaid,60.01237654685974,0,False,False
1631343409.8730786,None,3 1 2,None,mermaid,60.0196259021759,0,False,False
1631343469.9118354,None,3 2 1,None,mermaid,60.02170133590698,0,False,False
1631343529.9479825,None,3 2 1,None,mermaid,60.01924657821655,0,False,False
1631343589.9855115,None,1 3 2,None,mermaid,60.01934051513672,0,False,False
1631343650.0189176,None,1 2 3,None,mermaid,60.01824617385864,0,False,False
1631343710.0476177,None,3 2 1,None,mermaid,60.01673221588135,0,False,False
1631343770.0811446,None,1 2 3,None,mermaid,60.01911211013794,0,False,False
1631343830.1108172,None,2 3 1,None,mermaid,60.0189208984375,0,False,False
1631343890.1391792,None,2 3 1,None,mermaid,60.0106565952301,0,False,False
1631343950.1675334,None,1 3 2,None,mermaid,60.02061986923218,0,False,False
1631344010.2053564,None,1 2 3,None,mermaid,60.02007508277893,0,False,False
1631344070.2427747,None,2 1 3,None,mermaid,60.019667863845825,0,False,False
1631344130.272752,None,2 1 3,None,mermaid,60.01326870918274,0,False,False
1631344190.296134,None,3 2 1,None,mermaid,60.0088746547699,0,False,False
1631344250.3081238,None,2 1 3,None,mermaid,60.0051486492157,0,False,False
1631344310.325852,None,1 3 2,None,mermaid,60.01141691207886,0,False,False
1631344370.3420515,None,2 3 1,None,mermaid,60.009541511535645,0,False,False
1631344430.3566785,None,3 2 1,None,mermaid,60.00474143028259,0,False,False
1631344490.3775945,None,2 1 3,None,mermaid,60.01735806465149,0,False,False
1631344550.408874,None,3 1 2,None,mermaid,60.016554832458496,0,False,False
1631344610.4319024,None,3 1 2,None,mermaid,60.00779700279236,0,False,False
1631344670.4574142,None,2 3 1,None,mermaid,60.01834559440613,0,False,False
1631344730.4893663,None,1 2 3,None,mermaid,60.01708269119263,0,False,False
1631344790.52151,None,2 3 1,None,mermaid,60.01752519607544,0,False,False
1631344850.540711,None,2 1 3,None,mermaid,60.00416445732117,0,False,False
1631344910.5495563,None,3 1 2,None,mermaid,60.005720376968384,0,False,False
1631344970.573411,None,3 2 1,None,mermaid,60.01917386054993,0,False,False
1631345030.6044712,None,1 2 3,None,mermaid,60.010854721069336,0,False,False
1631345090.630281,None,3 1 2,None,mermaid,60.015909910202026,0,False,False
1631345150.6590166,None,2 1 3,None,mermaid,60.01827073097229,0,False,False
1631345210.692132,None,1 2 3,None,mermaid,60.01670861244202,0,False,False
1631345270.7202222,None,2 1 3,None,mermaid,60.01296401023865,0,False,False
1631345330.7425773,None,3 1 2,None,mermaid,60.005594968795776,0,False,False
1631345390.7500963,None,2 1 3,None,mermaid,60.003923177719116,0,False,False
1631350575.5541785,None,1 3 2,None,jamesbond,60.01660108566284,0,False,False
1631350750.545242,None,1 3 2,None,mermaid,60.0183629989624,0,False,False
1631350810.578949,None,2 3 1,None,jamesbond,60.010143995285034,0,False,False
1631350870.6156569,None,3 2 1,None,dab,60.02009868621826,0,False,False
1631350930.6519163,None,2 1 3,None,mermaid,60.019084215164185,0,False,False
1631350990.68501,None,2 3 1,None,mermaid,60.017741441726685,0,False,False
1631351050.7069514,None,3 1 2,None,dab,60.00633144378662,0,False,False
1631351110.7206483,None,3 1 2,None,mermaid,60.01066017150879,0,False,False
1631351170.7402093,None,1 3 2,None,dab,60.0091986656189,0,False,False
1631351230.7533078,None,3 2 1,None,dab,60.005642890930176,0,False,False
1631351290.7750156,None,1 2 3,None,jamesbond,60.018213987350464,0,False,False
1631351350.8096216,None,1 3 2,None,jamesbond,60.01952028274536,0,False,False
1631351410.8421204,None,1 2 3,None,jamesbond,60.019246101379395,0,False,False
1631351470.8768115,None,1 2 3,None,jamesbond,60.01889204978943,0,False,False
1631351530.9142652,None,2 1 3,None,jamesbond,60.02069330215454,0,False,False
1631351590.951477,None,3 1 2,None,jamesbond,60.0191285610199,0,False,False
1631351650.987814,None,2 3 1,None,jamesbond,60.018123149871826,0,False,False
1631351711.0219088,None,3 2 1,None,jamesbond,60.01885414123535,0,False,False
1631351771.0588336,None,2 1 3,None,jamesbond,60.018664598464966,0,False,False
1631351831.0948012,None,1 3 2,None,jamesbond,60.01893067359924,0,False,False
1631351891.1232631,None,3 2 1,None,jamesbond,60.012861013412476,0,False,False
1631351951.148811,None,2 3 1,None,jamesbond,60.01550579071045,0,False,False
1631352011.1759455,None,3 1 2,None,jamesbond,60.01864671707153,0,False,False
1631377003.202808,None,3 2 1,None,mermaid,60.014710903167725,0,False,False
1631377063.2440143,None,1 3 2,None,mermaid,60.01611280441284,0,False,False
1631377123.2752295,None,2 1 3,None,jamesbond,60.0171160697937,0,False,False
1631379794.3000724,2 1 3,3 2 1,mermaid,mermaid,0.23078370094299316,250,True,False
1631379796.3029454,1 2 3,1 3 2,dab,dab,1.994354486465454,487,True,False
1631379798.3077824,2 3 1,3 1 2,mermaid,jamesbond,1.9927215576171875,448,False,False
1631379800.3190823,1 3 2,3 1 2,dab,jamesbond,2.005498170852661,399,False,False
1631379802.315907,1 3 2,3 1 2,jamesbond,mermaid,1.9859545230865479,65,False,False
1631379804.320257,1 2 3,1 3 2,mermaid,dab,1.999575138092041,136,False,False
1631379864.3338366,None,3 1 2,None,mermaid,60.00798678398132,0,False,False
1631442743.209517,None,2 3 1,None,jamesbond,60.01560688018799,0,False,False
1631443066.2609932,2 1 3,3 2 1,jamesbond,jamesbond,6.843340158462524,68,True,False
1631443068.2788587,1 3 2,1 3 2,mermaid,dab,2.013953924179077,465,False,True
1631443070.2710056,3 2 1,3 1 2,jamesbond,mermaid,1.9743564128875732,214,False,False
1631443072.2899272,1 3 2,1 3 2,mermaid,dab,2.014951229095459,145,False,True
1631443074.2973084,3 2 1,3 1 2,mermaid,mermaid,1.9919934272766113,251,True,False
1631443076.2947109,1 2 3,3 1 2,jamesbond,jamesbond,1.9813337326049805,229,True,False
1631443078.308418,1 2 3,2 1 3,dab,mermaid,2.0043466091156006,448,False,False
1631443080.3137147,2 3 1,3 1 2,jamesbond,jamesbond,1.987950086593628,248,True,False
1631443082.3102796,3 2 1,1 2 3,jamesbond,jamesbond,1.9795029163360596,442,True,False
1631443084.3265767,1 3 2,2 1 3,mermaid,dab,2.009657144546509,300,False,False
1631443086.333408,2 1 3,3 2 1,jamesbond,mermaid,1.9958195686340332,127,False,False
1631443088.3394816,2 3 1,3 2 1,dab,dab,1.9920804500579834,143,True,False
1631443090.348848,1 3 2,1 3 2,dab,dab,1.9939486980438232,18,True,True
1631455623.7559638,None,2 1 3,None,jamesbond,60.019344091415405,0,False,False
1631455806.0378678,None,3 2 1,None,dab,60.01564812660217,0,False,False
1631455866.0750673,None,1 3 2,None,jamesbond,60.01621341705322,0,False,False
1631455926.1068108,None,2 1 3,None,jamesbond,60.0181040763855,0,False,False
1631456003.3504405,2 3 1,1 2 3,dab,dab,3.1988296508789062,342,True,False
1631456005.3663003,2 1 3,2 1 3,mermaid,jamesbond,2.0116522312164307,261,False,True
1631456007.3718443,1 2 3,2 1 3,mermaid,jamesbond,1.9889981746673584,154,False,False
1631456009.3812177,3 2 1,2 3 1,jamesbond,dab,1.994446039199829,396,False,False
1631456011.377352,2 1 3,2 3 1,dab,mermaid,1.979537010192871,224,False,False
1631456013.3911524,1 3 2,1 3 2,jamesbond,jamesbond,2.0068490505218506,178,True,True
1631456015.388711,2 3 1,1 2 3,jamesbond,mermaid,1.9848833084106445,403,False,False
1631456017.401901,3 1 2,1 2 3,mermaid,mermaid,2.001708984375,373,True,False
1631456019.4096954,2 1 3,2 3 1,mermaid,dab,1.9935312271118164,253,False,False
1631456021.4148524,1 3 2,2 3 1,dab,mermaid,1.9906160831451416,128,False,False
1631456023.4085052,3 1 2,2 1 3,mermaid,dab,1.9790611267089844,372,False,False
1631456025.4264464,2 3 1,1 2 3,jamesbond,jamesbond,2.014904499053955,326,True,False
1631456027.4329116,1 3 2,1 3 2,mermaid,jamesbond,1.9894533157348633,97,False,True
1631457510.0953991,None,3 2 1,None,jamesbond,60.01899337768555,0,False,False
1631457570.133444,None,3 2 1,None,mermaid,60.019002199172974,0,False,False
1631457630.1673632,None,2 1 3,None,jamesbond,60.01855707168579,0,False,False
1631457690.2000542,None,2 3 1,None,mermaid,60.01847434043884,0,False,False
1631457750.2281332,None,3 2 1,None,mermaid,60.012120962142944,0,False,False
1631457810.2539446,None,1 3 2,None,jamesbond,60.0178120136261,0,False,False
1631457870.2716923,None,3 1 2,None,dab,60.003440856933594,0,False,False
1631457930.292257,None,2 3 1,None,jamesbond,60.01791334152222,0,False,False
1631457990.323668,None,1 2 3,None,dab,60.01522350311279,0,False,False
1631458050.358496,None,1 3 2,None,dab,60.01993179321289,0,False,False
1631458110.3911734,None,1 3 2,None,mermaid,60.01796102523804,0,False,False
1631458170.4156196,None,3 1 2,None,dab,60.00923752784729,0,False,False
1631458230.4380677,None,3 2 1,None,dab,60.01560020446777,0,False,False
1631458290.47131,None,2 3 1,None,dab,60.01883363723755,0,False,False
1631458350.5054793,None,2 1 3,None,dab,60.01825976371765,0,False,False
1631458410.54026,None,1 3 2,None,dab,60.019142866134644,0,False,False
1631458470.5765557,None,3 2 1,None,dab,60.01897931098938,0,False,False
1631458530.6118522,None,2 1 3,None,dab,60.019059896469116,0,False,False
1631458590.632703,None,1 2 3,None,dab,60.0046751499176,0,False,False
1631458650.6490269,None,2 3 1,None,dab,60.013264656066895,0,False,False
1631458710.6770597,None,3 1 2,None,dab,60.01406240463257,0,False,False
1631458770.703873,None,1 3 2,None,dab,60.01778483390808,0,False,False
1631458830.7520938,None,1 3 2,None,dab,60.00531363487244,0,False,False
1631458890.7725873,None,2 3 1,None,dab,60.017305850982666,0,False,False
1631458950.7926936,None,2 3 1,None,dab,60.00653123855591,0,False,False
1631459010.825481,None,3 2 1,None,dab,60.01881718635559,0,False,False
1631459070.8568487,None,3 1 2,None,dab,60.01779627799988,0,False,False
1631459130.888252,None,3 1 2,None,dab,60.01516246795654,0,False,False
1631459190.9186585,None,3 1 2,None,dab,60.01617932319641,0,False,False
1631459250.94241,None,1 2 3,None,dab,60.00835824012756,0,False,False
1631459310.957499,None,1 3 2,None,dab,60.00901651382446,0,False,False
1631459370.975842,None,2 3 1,None,dab,60.01090168952942,0,False,False
1631459430.9930835,None,3 1 2,None,dab,60.008461475372314,0,False,False
1631459491.0087347,None,2 1 3,None,dab,60.00935959815979,0,False,False
1631459551.0237527,None,1 3 2,None,dab,60.008463859558105,0,False,False
1631459611.038416,None,3 1 2,None,dab,60.008349657058716,0,False,False
1631459671.0534372,None,3 1 2,None,dab,60.00886130332947,0,False,False
1631459731.068334,None,2 3 1,None,dab,60.008305072784424,0,False,False
1631459791.083393,None,1 3 2,None,dab,60.00851821899414,0,False,False
1631459851.1051197,None,1 3 2,None,dab,60.015342712402344,0,False,False
1631459911.1331968,None,1 2 3,None,dab,60.014145612716675,0,False,False
1631459971.16238,None,1 2 3,None,dab,60.01581168174744,0,False,False
1631460031.191631,None,1 2 3,None,dab,60.01584768295288,0,False,False
1631460091.2246265,None,3 2 1,None,dab,60.01885008811951,0,False,False
1631460151.2565858,None,1 3 2,None,dab,60.01801681518555,0,False,False
1631460211.2871435,None,1 3 2,None,dab,60.01662015914917,0,False,False
1631460271.3182516,None,1 2 3,None,dab,60.017498254776,0,False,False
1631460331.3494377,None,1 3 2,None,dab,60.017547845840454,0,False,False
1631460391.3820531,None,1 2 3,None,dab,60.01832604408264,0,False,False
1631460451.4113634,None,2 3 1,None,dab,60.01712250709534,0,False,False
1631460511.4417143,None,1 2 3,None,dab,60.0176956653595,0,False,False
1631460571.4694211,None,2 1 3,None,dab,60.01565194129944,0,False,False
1631460631.501003,None,1 2 3,None,dab,60.01754093170166,0,False,False
1631460691.530623,None,2 1 3,None,dab,60.01745295524597,0,False,False
1631462008.0210729,None,1 2 3,None,dab,1316.4767186641693,0,False,False
1631462068.0340958,None,2 3 1,None,dab,60.004679679870605,0,False,False
1631462128.0426397,None,1 3 2,None,dab,60.004783153533936,0,False,False
1631462188.0489814,None,1 3 2,None,dab,60.00319576263428,0,False,False
1631462248.070153,None,2 1 3,None,dab,60.01793384552002,0,False,False
1631462308.090062,None,1 3 2,None,dab,60.00547766685486,0,False,False
1631462368.0977435,None,1 3 2,None,dab,60.00401949882507,0,False,False
1631462428.1029005,None,1 3 2,None,dab,60.00227499008179,0,False,False
1631462488.1086059,None,2 3 1,None,dab,60.00276851654053,0,False,False
1631462548.1151135,None,3 2 1,None,dab,60.00356197357178,0,False,False
1631462608.1378932,None,2 1 3,None,dab,60.019917249679565,0,False,False
1631462668.1580725,None,1 2 3,None,dab,60.00501847267151,0,False,False
1631462728.172112,None,2 1 3,None,dab,60.01060724258423,0,False,False
1631462788.1928685,None,2 3 1,None,dab,60.00550031661987,0,False,False
1631462848.2055988,None,1 3 2,None,dab,60.00909185409546,0,False,False
1631462908.2175055,None,1 2 3,None,dab,60.00486373901367,0,False,False
1631462968.2387612,None,2 1 3,None,dab,60.01821994781494,0,False,False
1631463028.2608979,None,2 1 3,None,dab,60.00504279136658,0,False,False
1631463088.2831929,None,1 2 3,None,dab,60.01932501792908,0,False,False
1631463148.3044155,None,1 2 3,None,dab,60.00519061088562,0,False,False
1631463208.325822,None,1 3 2,None,dab,60.018150806427,0,False,False
1631463268.3598325,None,1 2 3,None,dab,60.018837690353394,0,False,False
1631463328.3931055,None,1 2 3,None,dab,60.01701784133911,0,False,False
1631463388.4266353,None,1 2 3,None,dab,60.01958346366882,0,False,False
1631463448.457262,None,1 3 2,None,dab,60.01608085632324,0,False,False
1631463508.4748943,None,3 2 1,None,dab,60.004228591918945,0,False,False
1631463568.482176,None,2 3 1,None,dab,60.0043511390686,0,False,False
1631463628.5030363,None,3 1 2,None,dab,60.01781749725342,0,False,False
1631463688.5243614,None,2 1 3,None,dab,60.005056619644165,0,False,False
1631463748.5428178,None,1 3 2,None,dab,60.01536464691162,0,False,False
1631463808.5644662,None,2 1 3,None,dab,60.006417751312256,0,False,False
1631463868.580737,None,3 2 1,None,dab,60.00505304336548,0,False,False
1631463928.5924273,None,2 1 3,None,dab,60.00574803352356,0,False,False
1631463988.6061633,None,2 1 3,None,dab,60.006810903549194,0,False,False
1631464048.6194303,None,3 1 2,None,dab,60.005659341812134,0,False,False
1631464108.6329618,None,1 2 3,None,dab,60.00733733177185,0,False,False
1631464168.644244,None,2 1 3,None,dab,60.00508093833923,0,False,False
1631464228.656229,None,2 3 1,None,dab,60.00476121902466,0,False,False
1631464288.6697726,None,2 1 3,None,dab,60.00556540489197,0,False,False
1631464348.6813884,None,2 3 1,None,dab,60.005887508392334,0,False,False
1631464408.6978862,None,1 3 2,None,dab,60.009705543518066,0,False,False
1631464468.7109885,None,3 1 2,None,dab,60.0041606426239,0,False,False
1631464528.7256205,None,1 3 2,None,dab,60.0060510635376,0,False,False
1631464588.7424955,None,3 2 1,None,dab,60.00608229637146,0,False,False
1631464648.7616599,None,1 3 2,None,dab,60.010313987731934,0,False,False
1631464708.776544,None,2 1 3,None,dab,60.007800579071045,0,False,False
1631464768.7868266,None,1 3 2,None,dab,60.00550055503845,0,False,False
1631464828.803759,None,3 1 2,None,dab,60.01351284980774,0,False,False
1631464888.8156097,None,1 3 2,None,dab,60.006187915802,0,False,False
1631464948.8272352,None,1 2 3,None,dab,60.00788760185242,0,False,False
1631465008.8547585,None,1 2 3,None,dab,60.018742084503174,0,False,False
1631465068.887485,None,3 2 1,None,dab,60.01848793029785,0,False,False
1631465128.923145,None,3 1 2,None,dab,60.019078493118286,0,False,False
1631465188.956495,None,3 1 2,None,dab,60.01755332946777,0,False,False
1631465248.9760585,None,1 3 2,None,dab,60.00525712966919,0,False,False
1631465308.9962387,None,2 3 1,None,dab,60.017401695251465,0,False,False
1631465369.0260441,None,2 1 3,None,dab,60.01583647727966,0,False,False
1631465429.0551474,None,1 3 2,None,dab,60.01495385169983,0,False,False
1631465489.086166,None,2 1 3,None,dab,60.01703953742981,0,False,False
1631465549.1167011,None,3 2 1,None,dab,60.01600503921509,0,False,False
1631465609.1344664,None,3 1 2,None,dab,60.00383973121643,0,False,False
1631465669.1415534,None,1 3 2,None,dab,60.00452208518982,0,False,False
1631465729.1526828,None,1 3 2,None,dab,60.004530906677246,0,False,False
1631465789.159043,None,1 3 2,None,dab,60.002634048461914,0,False,False
1631465849.1654296,None,2 3 1,None,dab,60.00229287147522,0,False,False
1631465909.172699,None,1 2 3,None,dab,60.00454235076904,0,False,False
1631465969.180214,None,3 1 2,None,dab,60.004053592681885,0,False,False
1631466029.18971,None,3 1 2,None,dab,60.00411629676819,0,False,False
1631466089.2144327,None,1 3 2,None,dab,60.019410133361816,0,False,False
1631466149.2363753,None,1 2 3,None,dab,60.00374174118042,0,False,False
1631466209.242663,None,2 1 3,None,dab,60.00319051742554,0,False,False
1631466269.2533748,None,3 1 2,None,dab,60.00578546524048,0,False,False
1631466329.262014,None,2 3 1,None,dab,60.0043830871582,0,False,False
1631466389.273658,None,3 1 2,None,dab,60.00636148452759,0,False,False
1631466449.288327,None,1 3 2,None,dab,60.00611710548401,0,False,False
1631466509.3017995,None,2 1 3,None,dab,60.00637722015381,0,False,False
1631466569.315815,None,3 2 1,None,dab,60.00456500053406,0,False,False
1631466629.3338728,None,3 1 2,None,dab,60.00740027427673,0,False,False
1631466689.3459704,None,2 1 3,None,dab,60.00351405143738,0,False,False
1631466749.3640704,None,1 2 3,None,dab,60.01079845428467,0,False,False
1631466809.3831697,None,1 3 2,None,dab,60.00736117362976,0,False,False
1631466869.4057655,None,2 3 1,None,dab,60.009052753448486,0,False,False
1631466929.4139152,None,1 2 3,None,dab,60.004276514053345,0,False,False
1631466989.436094,None,3 1 2,None,dab,60.00871014595032,0,False,False
1631467049.4462261,None,3 2 1,None,dab,60.005699634552,0,False,False
1631467109.460296,None,3 1 2,None,dab,60.00547552108765,0,False,False
1631467169.4752884,None,1 2 3,None,dab,60.00902485847473,0,False,False
1631467229.485056,None,1 3 2,None,dab,60.00426650047302,0,False,False
1631467289.5007727,None,1 2 3,None,dab,60.00408959388733,0,False,False
1631467349.5100737,None,2 1 3,None,dab,60.0040864944458,0,False,False
1631467409.5230792,None,2 3 1,None,dab,60.00387120246887,0,False,False
1631467469.53661,None,2 1 3,None,dab,60.006274461746216,0,False,False
1631467529.5497496,None,2 1 3,None,dab,60.00928735733032,0,False,False
1631467589.561499,None,3 2 1,None,dab,60.0057897567749,0,False,False
1631467649.5737784,None,2 1 3,None,dab,60.00602984428406,0,False,False
1631467709.5913982,None,1 2 3,None,dab,60.00819253921509,0,False,False
1631467769.611544,None,2 3 1,None,dab,60.00869297981262,0,False,False
1631467829.6225548,None,2 3 1,None,dab,60.00520658493042,0,False,False
1631467889.6364567,None,2 3 1,None,dab,60.00490093231201,0,False,False
1631467949.6456802,None,1 3 2,None,dab,60.00392961502075,0,False,False
1631468009.653322,None,1 3 2,None,dab,60.00410604476929,0,False,False
1631468069.6681256,None,1 2 3,None,dab,60.00773215293884,0,False,False
1631468129.6800585,None,2 3 1,None,dab,60.00373411178589,0,False,False
1631468189.6915615,None,3 1 2,None,dab,60.00452399253845,0,False,False
1631468249.7007189,None,2 3 1,None,dab,60.00393581390381,0,False,False
1631468309.7126172,None,3 1 2,None,dab,60.00258731842041,0,False,False
1631468369.7330322,None,1 2 3,None,dab,60.0162456035614,0,False,False
1631468429.7619233,None,1 3 2,None,dab,60.014949560165405,0,False,False
1631468489.7734854,None,3 2 1,None,dab,60.003960371017456,0,False,False
1631468549.7951279,None,1 3 2,None,dab,60.01864433288574,0,False,False
1631468609.818496,None,2 3 1,None,dab,60.00527739524841,0,False,False
1631468669.8265302,None,2 3 1,None,dab,60.0047812461853,0,False,False
1631468729.8391905,None,3 2 1,None,dab,60.00455689430237,0,False,False
1631468789.8523555,None,2 3 1,None,dab,60.0062313079834,0,False,False
1631468849.866855,None,2 3 1,None,dab,60.004470348358154,0,False,False
1631468909.8781986,None,1 2 3,None,dab,60.004101514816284,0,False,False
1631468969.8932455,None,1 3 2,None,dab,60.008179664611816,0,False,False
1631469029.9022307,None,2 1 3,None,dab,60.00424361228943,0,False,False
1631469089.9164195,None,1 2 3,None,dab,60.00490927696228,0,False,False
1631469149.9277823,None,2 3 1,None,dab,60.00738549232483,0,False,False
1631469209.9403257,None,2 3 1,None,dab,60.00377821922302,0,False,False
1631469269.961495,None,3 2 1,None,dab,60.015435218811035,0,False,False
1631469329.9761908,None,2 3 1,None,dab,60.00416016578674,0,False,False
1631469389.995625,None,1 2 3,None,dab,60.00801706314087,0,False,False
1631469450.010834,None,3 2 1,None,dab,60.007994651794434,0,False,False
1631469510.0267205,None,1 2 3,None,dab,60.00928258895874,0,False,False
1631469570.0488472,None,1 3 2,None,dab,60.01036071777344,0,False,False
1631469630.0656488,None,1 2 3,None,dab,60.00714588165283,0,False,False
1631469690.0818956,None,2 3 1,None,dab,60.008318185806274,0,False,False
1631469750.0955014,None,2 1 3,None,dab,60.00442576408386,0,False,False
1631469810.106928,None,3 1 2,None,dab,60.005191802978516,0,False,False
1631469870.1149893,None,1 3 2,None,dab,60.00450301170349,0,False,False
1631469930.1260948,None,2 3 1,None,dab,60.007970094680786,0,False,False
1631469990.1387653,None,1 3 2,None,dab,60.00816011428833,0,False,False
1631470050.1503015,None,2 1 3,None,dab,60.004966735839844,0,False,False
1631470110.1602013,None,2 3 1,None,dab,60.00516986846924,0,False,False
1631470170.177631,None,1 3 2,None,dab,60.00759267807007,0,False,False
1631470230.189603,None,3 1 2,None,dab,60.00566554069519,0,False,False
1631470290.2003803,None,2 1 3,None,dab,60.007643699645996,0,False,False
1631470350.2116244,None,2 3 1,None,dab,60.0045645236969,0,False,False
1631470410.2287264,None,3 1 2,None,dab,60.00776171684265,0,False,False
1631470470.247314,None,1 2 3,None,dab,60.0071485042572,0,False,False
1631470530.2578151,None,3 2 1,None,dab,60.004289627075195,0,False,False
1631470590.2714875,None,3 2 1,None,dab,60.00524377822876,0,False,False
1631470650.2820625,None,1 2 3,None,dab,60.00523328781128,0,False,False
1631470710.3017344,None,3 2 1,None,dab,60.01613974571228,0,False,False
1631470770.320989,None,1 3 2,None,dab,60.00542640686035,0,False,False
1631470830.3417683,None,1 2 3,None,dab,60.01754593849182,0,False,False
1631470890.364958,None,3 1 2,None,dab,60.00517153739929,0,False,False
1631470950.3868506,None,1 3 2,None,dab,60.01812815666199,0,False,False
1631471010.4085505,None,1 3 2,None,dab,60.00493311882019,0,False,False
1631471070.4310498,None,3 1 2,None,dab,60.01926302909851,0,False,False
1631471130.4550014,None,1 2 3,None,dab,60.005725622177124,0,False,False
1631471190.4714155,None,2 1 3,None,dab,60.01328945159912,0,False,False
1631471250.4935534,None,1 3 2,None,dab,60.008777379989624,0,False,False
1631471310.5187588,None,3 1 2,None,dab,60.01838660240173,0,False,False
1631471370.5390525,None,1 3 2,None,dab,60.005276679992676,0,False,False
1631471430.5592227,None,1 3 2,None,dab,60.01720929145813,0,False,False
1631471490.5777204,None,2 1 3,None,dab,60.00523090362549,0,False,False
1631471550.599042,None,1 2 3,None,dab,60.01766777038574,0,False,False
1631471610.6315804,None,3 2 1,None,dab,60.01835250854492,0,False,False
1631471670.661546,None,3 1 2,None,dab,60.01493239402771,0,False,False
1631471730.6842444,None,1 2 3,None,dab,60.013946771621704,0,False,False
1631471790.7064497,None,1 2 3,None,dab,60.00741529464722,0,False,False
1631471850.722655,None,1 3 2,None,dab,60.00521278381348,0,False,False
1631471910.7344842,None,1 3 2,None,dab,60.00525617599487,0,False,False
1631471970.7528124,None,2 3 1,None,dab,60.00592565536499,0,False,False
1631472030.764898,None,2 1 3,None,dab,60.00387001037598,0,False,False
1631472090.7745497,None,1 3 2,None,dab,60.00457310676575,0,False,False
1631472150.792791,None,2 3 1,None,dab,60.00632286071777,0,False,False
1631472210.8091016,None,1 2 3,None,dab,60.006810903549194,0,False,False
1631472270.8318205,None,3 1 2,None,dab,60.01265788078308,0,False,False
1631472330.8612387,None,3 2 1,None,dab,60.01024889945984,0,False,False
1631472390.878125,None,2 3 1,None,dab,60.0059871673584,0,False,False
1631472450.8901155,None,2 3 1,None,dab,60.006646156311035,0,False,False
1631472510.8985507,None,3 2 1,None,dab,60.00430941581726,0,False,False
1631472570.909693,None,3 2 1,None,dab,60.006080865859985,0,False,False
1631472630.9279094,None,2 3 1,None,dab,60.00699329376221,0,False,False
1631472690.93706,None,1 2 3,None,dab,60.00364565849304,0,False,False
1631472750.955857,None,3 2 1,None,dab,60.00589632987976,0,False,False
1631472810.9694486,None,1 3 2,None,dab,60.00722122192383,0,False,False
1631472870.9851766,None,3 2 1,None,dab,60.008137226104736,0,False,False
1631472931.0008805,None,1 3 2,None,dab,60.007065534591675,0,False,False
1631472991.0138474,None,1 2 3,None,dab,60.00477194786072,0,False,False
1631473051.033258,None,2 3 1,None,dab,60.013911724090576,0,False,False
1631473111.0486066,None,3 2 1,None,dab,60.00983142852783,0,False,False
1631473171.0678241,None,2 3 1,None,dab,60.01244258880615,0,False,False
1631473231.0853655,None,2 3 1,None,dab,60.01126670837402,0,False,False
1631473291.1051905,None,3 1 2,None,dab,60.005577087402344,0,False,False
1631473351.1201413,None,3 1 2,None,dab,60.01028108596802,0,False,False
1631473411.131808,None,3 2 1,None,dab,60.005815744400024,0,False,False
1631473471.1441271,None,2 3 1,None,dab,60.00610399246216,0,False,False
1631473531.163416,None,2 3 1,None,dab,60.009636878967285,0,False,False
1631473591.18243,None,3 1 2,None,dab,60.012839794158936,0,False,False
1631473651.1958315,None,2 1 3,None,dab,60.00581502914429,0,False,False
1631473711.21761,None,1 2 3,None,dab,60.0124077796936,0,False,False
1631473771.2364905,None,3 2 1,None,dab,60.00497341156006,0,False,False
1631473831.2549357,None,2 1 3,None,dab,60.009236097335815,0,False,False
1631473891.2711227,None,1 3 2,None,dab,60.00508689880371,0,False,False
1631474022.793289,None,3 1 2,None,dab,131.51257276535034,0,False,False
1631474082.806946,None,1 2 3,None,dab,60.005831480026245,0,False,False
1631510231.5753214,None,2 3 1,None,dab,36148.764930963516,0,False,False
1631510292.8404403,None,3 1 2,None,dab,61.25990271568298,0,False,False
1631510352.850982,None,3 2 1,None,dab,60.00524115562439,0,False,False
1631510412.865219,None,3 1 2,None,dab,60.009523153305054,0,False,False
1631510472.8944387,None,1 2 3,None,dab,60.02169632911682,0,False,False
1631510532.9155686,None,1 3 2,None,dab,60.01736760139465,0,False,False
1631510593.1791368,None,3 2 1,None,dab,60.256980657577515,0,False,False
1631510653.848732,None,1 2 3,None,dab,60.66620588302612,0,False,False
1631510713.86257,None,2 1 3,None,dab,60.01025629043579,0,False,False
1631510773.8764808,None,1 3 2,None,dab,60.005603551864624,0,False,False
1631510833.8851013,None,1 3 2,None,dab,60.00514101982117,0,False,False
1631510893.9033222,None,2 1 3,None,dab,60.01409316062927,0,False,False
1631510953.9123821,None,1 2 3,None,dab,60.003926515579224,0,False,False
1631511013.9229562,None,2 1 3,None,dab,60.00789785385132,0,False,False
1631511073.9463391,None,2 3 1,None,dab,60.01625728607178,0,False,False
1631511133.986346,None,3 1 2,None,dab,60.017189025878906,0,False,False
1631511194.0066166,None,2 1 3,None,dab,60.00485110282898,0,False,False
1631511254.015462,None,3 1 2,None,dab,60.00550842285156,0,False,False
