timestamp,position,gt_position,action,gt_action,response_time,sync,is_action_correct,is_position_correct
1631288279.8829083,None,2 3 1,None,mermaid,60.01714110374451,0,False,False
1631288339.915147,None,1 2 3,None,mermaid,60.01756453514099,0,False,False
1631288399.9474332,None,2 1 3,None,mermaid,60.01777791976929,0,False,False
1631288459.978546,None,3 2 1,None,mermaid,60.01541352272034,0,False,False
1631288520.0091712,None,1 3 2,None,mermaid,60.016971826553345,0,False,False
1631288580.0466292,None,2 3 1,None,mermaid,60.02088141441345,0,False,False
1631288640.0671031,None,1 2 3,None,mermaid,60.01063537597656,0,False,False
1631288700.0842009,None,1 3 2,None,mermaid,60.00823950767517,0,False,False
1631288760.0986784,None,3 2 1,None,mermaid,60.00808906555176,0,False,False
1631288820.1108637,None,2 3 1,None,mermaid,60.00598478317261,0,False,False
1631288880.1254995,None,1 3 2,None,mermaid,60.00790357589722,0,False,False
1631288940.146159,None,1 2 3,None,mermaid,60.013859272003174,0,False,False
1631289000.1699712,None,3 1 2,None,mermaid,60.00936484336853,0,False,False
1631289060.1904,None,3 1 2,None,mermaid,60.014238119125366,0,False,False
1631289120.220239,None,1 3 2,None,mermaid,60.017300605773926,0,False,False
1631289180.2525587,None,1 3 2,None,mermaid,60.017372131347656,0,False,False
1631289240.2835083,None,2 3 1,None,mermaid,60.01690602302551,0,False,False
1631289300.3160262,None,1 2 3,None,mermaid,60.01803135871887,0,False,False
1631289360.3419309,None,3 2 1,None,mermaid,60.010618686676025,0,False,False
1631289420.3678846,None,2 1 3,None,mermaid,60.01759457588196,0,False,False
1631289480.3933938,None,1 3 2,None,mermaid,60.01058006286621,0,False,False
1631289540.4188447,None,1 3 2,None,mermaid,60.01716685295105,0,False,False
1631289600.4516425,None,3 2 1,None,mermaid,60.018210649490356,0,False,False
1631289660.483951,None,2 1 3,None,mermaid,60.0171754360199,0,False,False
1631291223.9827137,None,2 1 3,None,mermaid,1563.4841618537903,0,False,False
1631291284.0180104,None,3 2 1,None,mermaid,60.00967192649841,0,False,False
1631291344.045572,None,2 3 1,None,mermaid,60.020747661590576,0,False,False
1631291404.0821025,None,3 1 2,None,mermaid,60.017085790634155,0,False,False
1631291464.1142602,None,1 2 3,None,mermaid,60.017271757125854,0,False,False
1631291524.151365,None,1 3 2,None,mermaid,60.02171206474304,0,False,False
1631291584.1918542,None,2 3 1,None,mermaid,60.02058172225952,0,False,False
1631291644.22587,None,3 1 2,None,mermaid,60.01471209526062,0,False,False
1631291704.252566,None,3 1 2,None,mermaid,60.01736497879028,0,False,False
1631291764.2769246,None,1 2 3,None,mermaid,60.00615453720093,0,False,False
1631291824.3096552,None,1 2 3,None,mermaid,60.01722550392151,0,False,False
1631291884.3418624,None,3 1 2,None,mermaid,60.01738715171814,0,False,False
1631291944.3732316,None,1 3 2,None,mermaid,60.01731038093567,0,False,False
1631292004.3965957,None,2 1 3,None,mermaid,60.008604764938354,0,False,False
1631292064.4159505,None,3 1 2,None,mermaid,60.011369466781616,0,False,False
1631292124.4405222,None,1 3 2,None,mermaid,60.01380252838135,0,False,False
1631336281.0053434,None,3 1 2,None,mermaid,44156.55188059807,0,False,False
1631336341.02069,None,1 2 3,None,mermaid,60.003912925720215,0,False,False
1631336401.029494,None,3 1 2,None,mermaid,60.00417447090149,0,False,False
1631336461.0361114,None,2 1 3,None,mermaid,60.00344705581665,0,False,False
1631336521.0592058,None,1 2 3,None,mermaid,60.01876187324524,0,False,False
1631336581.0796998,None,2 1 3,None,mermaid,60.004141330718994,0,False,False
1631336641.0876234,None,1 2 3,None,mermaid,60.00434184074402,0,False,False
1631336701.0959926,None,3 2 1,None,mermaid,60.00472354888916,0,False,False
1631336761.116994,None,2 1 3,None,mermaid,60.01731061935425,0,False,False
1631336821.1504865,None,2 1 3,None,mermaid,60.00979566574097,0,False,False
1631336881.1626766,None,3 2 1,None,mermaid,60.00392413139343,0,False,False
1631336941.1711423,None,2 3 1,None,mermaid,60.00455188751221,0,False,False
1631337001.193343,None,2 1 3,None,mermaid,60.0185809135437,0,False,False
1631337061.2140708,None,3 1 2,None,mermaid,60.004638671875,0,False,False
1631337121.2213967,None,2 3 1,None,mermaid,60.004122734069824,0,False,False
1631337280.4100008,None,2 3 1,None,jamesbond,60.004963397979736,0,False,False
1631337340.4229512,None,1 2 3,None,dab,60.005433320999146,0,False,False
1631337400.4381366,None,3 1 2,None,mermaid,60.0110559463501,0,False,False
1631337460.4528003,None,2 3 1,None,jamesbond,60.00523328781128,0,False,False
1631337520.4616768,None,1 3 2,None,dab,60.005022048950195,0,False,False
1631337580.4708083,None,1 2 3,None,jamesbond,60.00548338890076,0,False,False
1631337640.4791324,None,1 2 3,None,jamesbond,60.00462198257446,0,False,False
1631337700.4868453,None,1 3 2,None,dab,60.00435662269592,0,False,False
1631337760.4951384,None,2 3 1,None,dab,60.00501847267151,0,False,False
1631337820.50294,None,2 1 3,None,mermaid,60.00418782234192,0,False,False
1631337880.5110166,None,3 1 2,None,mermaid,60.00467777252197,0,False,False
1631340389.381808,None,3 2 1,None,jamesbond,60.00620102882385,0,False,False
1631340449.393424,None,1 3 2,None,mermaid,60.00503468513489,0,False,False
1631340648.9241555,None,2 3 1,None,mermaid,60.005765438079834,0,False,False
1631340708.9358578,None,1 3 2,None,jamesbond,60.00487017631531,0,False,False
1631340768.9440043,None,1 3 2,None,dab,60.0045964717865,0,False,False
1631340828.9511375,None,1 2 3,None,dab,60.00418448448181,0,False,False
1631340888.9594321,None,1 2 3,None,jamesbond,60.00437569618225,0,False,False
1631340948.9670694,None,3 1 2,None,dab,60.00420117378235,0,False,False
1631341008.975252,None,3 2 1,None,dab,60.0049934387207,0,False,False
1631341068.984118,None,2 3 1,None,jamesbond,60.005154848098755,0,False,False
1631341128.9928758,None,3 1 2,None,jamesbond,60.00484371185303,0,False,False
1631341189.0004027,None,2 3 1,None,mermaid,60.00434851646423,0,False,False
1631341249.008244,None,3 1 2,None,mermaid,60.00487804412842,0,False,False
1631341309.015719,None,2 3 1,None,mermaid,60.00320887565613,0,False,False
1631341369.023861,None,2 3 1,None,mermaid,60.00452184677124,0,False,False
1631341429.0309412,None,1 3 2,None,mermaid,60.003912925720215,0,False,False
1631341489.0390277,None,2 3 1,None,mermaid,60.0048131942749,0,False,False
1631341549.046881,None,1 3 2,None,mermaid,60.00425958633423,0,False,False
1631341609.054688,None,2 3 1,None,mermaid,60.004733085632324,0,False,False
1631341669.062721,None,3 1 2,None,mermaid,60.004862785339355,0,False,False
1631341729.0698628,None,3 2 1,None,mermaid,60.00362420082092,0,False,False
1631341789.0784166,None,2 3 1,None,mermaid,60.004565715789795,0,False,False
1631341849.0866346,None,1 2 3,None,mermaid,60.00502562522888,0,False,False
1631341909.0956197,None,1 3 2,None,mermaid,60.00528597831726,0,False,False
1631341969.1074767,None,1 3 2,None,mermaid,60.008259534835815,0,False,False
1631342029.1196485,None,1 2 3,None,mermaid,60.005228996276855,0,False,False
1631342089.127583,None,2 3 1,None,mermaid,60.00458478927612,0,False,False
1631342149.1359384,None,2 3 1,None,mermaid,60.00507307052612,0,False,False
1631342209.156878,None,1 3 2,None,mermaid,60.01766562461853,0,False,False
1631342269.191714,None,3 2 1,None,mermaid,60.019564390182495,0,False,False
1631342329.2316265,None,2 3 1,None,mermaid,60.020142793655396,0,False,False
1631342389.2663286,None,1 2 3,None,mermaid,60.018094539642334,0,False,False
1631342449.3007607,None,1 3 2,None,mermaid,60.02017664909363,0,False,False
1631342509.3365562,None,2 1 3,None,mermaid,60.0192768573761,0,False,False
1631342569.3734646,None,1 3 2,None,mermaid,60.01947617530823,0,False,False
1631342629.4133482,None,3 2 1,None,mermaid,60.02178764343262,0,False,False
1631342689.4502761,None,3 1 2,None,mermaid,60.019366979599,0,False,False
1631342749.4899864,None,1 2 3,None,mermaid,60.020265102386475,0,False,False
1631342809.5274317,None,3 2 1,None,mermaid,60.019938707351685,0,False,False
1631342869.5647652,None,3 2 1,None,mermaid,60.019237995147705,0,False,False
1631342929.6026332,None,1 3 2,None,mermaid,60.01953911781311,0,False,False
